6,6.736842105,7.473684211,8.210526316,8.947368421,9.684210526,10.42105263,11.15789474,11.89473684,12.63157895,13.36842105,14.10526316,14.84210526,15.57894737,16.31578947,17.05263158,17.78947368,18.52631579,19.26315789,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
